name,freq,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,f045,f046,f047,f048,f049,f050,f051,f052,f053,f054,f055,f056,f057,f058,f059,f060,f061,f062,f063,f064,f065,f066,f067,f068,f069,f070,f071,f072,f073,f074,f075,f076,f077,f078,f079,f080,f081,f082,f083,f084,f085,f086,f087,f088,f089,f090,f091,f092,f093,f094,f095,f096,f097,f098,f099,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128
Andre_Agassi,36,-0.1142736375,0.0459069535,0.0011021402,-0.0925173834,-0.0788185596,-0.0267051272,0.0117893331,0.0290698819,0.16291219,0.003523773,0.1324745268,-0.0007736851,-0.251221031,-0.0606326647,-0.0071478328,0.1077075824,-0.149850741,-0.1525743455,-0.1043524742,-0.0682857931,0.043103449,0.0387649909,0.0434191674,0.0157119446,-0.1908729374,-0.3410685658,-0.0790201351,-0.1256367564,0.1136379465,-0.1812374443,0.0591672063,0.0595684424,-0.1566555798,-0.0616038777,0.0011663251,0.0900040194,-0.0135812359,-0.0565168858,0.2294488251,0.1115291417,-0.1639540792,0.0704806671,-0.0303174071,0.3546016812,0.189015761,0.0034270571,0.0643179715,-0.0818630233,0.1267643571,-0.3333503902,0.0703852326,0.1558137238,0.0369293541,0.0627060905,0.1065082923,-0.0581297763,0.0356585085,0.1104003042,-0.2574994564,0.1066875234,0.063127324,-0.0179926064,-0.0716467053,-0.1238857508,0.1419017613,0.0298998076,-0.1436486244,-0.1221024096,0.1382595003,-0.1607951671,-0.0857994705,0.0638473034,-0.0731508359,-0.0998989642,-0.3695965111,0.0604699627,0.2865517735,0.1520255357,-0.1779775769,0.0577224307,-0.1069778055,-0.019920731,-0.0446047224,0.0450320207,-0.1169515997,0.0243529193,-0.1038988233,0.0436562635,0.1409679949,0.0045571225,-0.0023196624,0.1996735036,0.0574144535,0.0602407679,0.0385980494,0.1418395936,-0.1940693408,-0.1190734655,-0.1275618374,-0.0505096726,0.1059225351,-0.0728934482,0.0055992007,0.159238711,-0.1680217981,0.2610615492,-0.0481992289,-0.0733661503,-0.0314277448,-0.0008323723,-0.0501531512,0.0053429967,0.1453494132,-0.2256476134,0.1503603309,0.2381585836,0.0316703059,0.054567378,0.0886089504,-0.0124526164,-0.1095790938,0.0593620427,-0.1614326537,-0.0990627185,-0.0194649138,-0.0018661832,-0.0298201572,0.048755575
Alvaro_Uribe,35,-0.0521188043,0.1192579716,0.0875041932,-0.0909999385,-0.1013027206,-0.0383292399,-0.0818063542,-0.0440090224,0.1769126356,-0.0615627617,0.2098722458,0.0016324911,-0.1896595955,-0.0505964905,-0.0315923169,0.0788299516,-0.1538805366,-0.151459083,-0.1028173566,-0.116716601,-0.0156322308,0.0512801073,-0.072471939,0.0260029156,-0.1282086372,-0.3564979732,-0.0965209603,-0.0258673616,0.1465792507,-0.1524649858,-0.0256677773,0.1118971184,-0.1441544592,-0.0813125297,0.0929123834,0.0779534727,-0.0215342715,-0.1049150303,0.2063319236,0.1201103181,-0.0776062533,0.0833521336,0.0310004428,0.3181043267,0.1908470988,0.0343939401,0.0564092919,-0.1251533031,0.1683191061,-0.2547338605,0.0274416525,0.2662313581,0.1150846779,0.0730046257,0.1421395391,-0.1194765419,0.022196725,0.0907361582,-0.2101492733,0.145092085,0.0499334745,-0.0684210062,-0.0726062879,-0.0956893861,0.1144583076,0.0918974578,-0.0783400163,-0.1222666353,0.2061011046,-0.1328724623,-0.0833116099,0.0371317454,-0.0782295465,-0.1269101948,-0.2160716355,0.0427881405,0.3946540356,0.2029200643,-0.2044741213,0.0430311114,-0.0835671276,-0.0941721275,0.0067803408,0.0039202007,-0.2068252563,-0.0656410232,-0.0420657024,0.0839041844,0.2522215545,0.0993882045,0.0188022312,0.2133672088,0.037089698,0.0597296804,0.051659286,0.0066942214,-0.1341309398,-0.0766221508,-0.1286618412,-0.0686482191,0.0828154609,-0.1600278318,0.0196273588,0.1400447488,-0.2372714579,0.1589180827,0.0080064535,-0.0648703277,0.0077031264,0.0480040163,-0.0938346237,0.0200252067,0.2026411742,-0.2365124375,0.2164411694,0.2115844488,0.0925731063,0.0858894065,0.0966379344,0.0119509269,0.0039534736,-0.0940707698,-0.0388724655,-0.1510872096,-0.051217787,-0.0302324202,-0.0064168861,0.0082038101
Megawati_Sukarnoputri,33,-0.0708744749,0.0549392328,0.123967886,-0.08065366,-0.1095176414,-0.0285907593,-0.0733254477,-0.1664754748,0.1365096867,-0.1665058136,0.1970164329,0.0175011028,-0.1698611528,-0.0841030702,-0.0087925941,0.2023744583,-0.2194959819,-0.233943522,-0.0589045361,0.0032380847,0.0104933176,-0.000624752,0.0524539985,0.0120217502,-0.120243676,-0.4176744521,-0.1249386817,-0.0641360581,0.0532021523,-0.0631999895,-0.111248225,0.0111814914,-0.1988022476,-0.0159045272,0.0469845682,0.1518542618,-0.0036892036,-0.0936741009,0.1567512006,0.0147182392,-0.2614517808,0.0683177859,0.0100230807,0.2100533545,0.2128757834,0.0634169355,0.0747210011,-0.1358332187,0.1025522575,-0.2122326642,0.0653380007,0.1276840568,0.0337199047,0.0220872518,0.0172798019,-0.116724357,0.0144915786,0.1269522309,-0.1119290069,-0.0088970857,0.1182678267,-0.1050341502,0.0017016027,-0.048940409,0.2341573834,0.0883635432,-0.1008125767,-0.1120791361,0.1427112371,-0.1444232464,-0.0813388824,-0.0619165897,-0.127797991,-0.1136222631,-0.2773283422,-0.0142190903,0.4549612403,0.104816258,-0.1853931993,0.0725170374,-0.0977222249,0.0464304574,0.0975852907,0.1109540984,-0.0892813802,0.0709951073,-0.1204734594,0.0293476209,0.2616462111,-0.0251955092,0.0636977702,0.1888782084,-0.0096531063,0.0945556387,0.0810513124,0.0128535274,-0.0642335266,0.0095516704,-0.1405783445,-0.0221896432,0.0008597123,-0.0386388525,0.010094705,0.1344686002,-0.2022097558,0.1214155778,-0.028935397,-0.0189936385,0.0636108667,0.0351153724,-0.0517057702,-0.1296295524,0.1062463522,-0.2238001823,0.1496864259,0.2774919868,0.0268447492,0.1476047784,0.1097999439,0.1081010699,-0.0504119731,-0.0109424489,-0.2075937241,-0.0287446026,0.090471372,-0.0054260697,0.0802125037,0.0420924462
Silvio_Berlusconi,33,-0.0798116103,0.1170847118,0.0441444926,-0.056572672,-0.0269069355,-0.0401524901,-0.0630723163,-0.1282647997,0.1448663473,-0.0585307404,0.2454421669,-0.0518507287,-0.2211622745,-0.0421152376,-0.0604261681,0.1068125144,-0.2424412221,-0.0314844102,-0.1077723056,-0.0784250647,0.0027065703,0.075677,0.0219143499,-0.000930151,-0.1623217762,-0.2707650661,-0.0610109493,-0.143188715,0.1129050702,-0.0854696482,0.045012325,-0.0223990213,-0.2498181164,-0.0584511757,-0.0546519682,0.0013382025,-0.1776515096,-0.050286375,0.2205031812,0.1378530115,-0.1289822906,0.0319035873,-0.0292638298,0.2298611403,0.2376535982,0.0318649746,-0.0139049049,-0.1386122704,0.1442256868,-0.2862005234,0.0068335477,0.1998465359,0.1302393526,0.1447120458,0.0530038998,-0.1100811064,0.1229351982,0.0614959598,-0.2944350839,0.0704927668,0.0901317447,-0.0720404387,0.0236089006,0.0913794339,0.1134118065,0.0590187423,-0.0178064778,-0.1232563183,0.1866006851,-0.1854608059,-0.0636350662,0.0993383825,-0.0020372092,-0.2413321882,-0.3201740086,0.0265997499,0.2622555494,0.1818494797,-0.1256321073,0.0503539741,-0.07541316,-0.1067777351,0.1106250957,0.0364394598,-0.0600075498,-0.0927013904,-0.0641982406,0.0061609633,0.1547186673,-0.0806704164,0.0062328866,0.271731019,0.0279971305,0.0106458655,0.0453929007,0.0210278425,-0.1722235531,0.0380648263,-0.0573879965,-0.003014286,0.0516706593,-0.028524626,0.0343244374,0.0492280014,-0.1485345662,0.2565746009,0.0091302991,-0.0946618393,-0.0287860148,-0.1123868823,-0.0732908994,0.0066324626,0.1781945974,-0.2340963781,0.2950709462,0.1722779274,0.0053460994,0.1344171017,0.1010902077,0.0003973935,-0.0488513559,-0.0045370543,-0.1637007892,-0.1041122749,-0.0066369502,-0.0401154459,-0.0008421047,0.0087832045
Tom_Ridge,33,-0.0472142547,0.0744559094,0.0395524278,-0.0818587244,-0.126932472,-0.0710686743,-0.0777481422,-0.0970910266,0.0324653871,-0.0812259763,0.2693074346,-0.1011207476,-0.2532304823,-0.0903450176,-0.0419167578,0.1559752375,-0.1694126874,-0.0266395882,-0.1460075229,-0.0800615773,0.0448356122,0.100065656,0.0624150634,0.0197093748,-0.1237756088,-0.3268434107,-0.0813416243,-0.0766819045,-0.0228440426,-0.1210058182,-0.1014212146,0.0903474689,-0.1910149157,-0.1010194197,0.0301497485,-0.0076629249,-0.057844758,-0.1512710452,0.1598338634,0.0527971722,-0.1319176555,0.0632585734,-0.0261676162,0.214647308,0.2740931809,-0.0657690316,-0.0075137988,-0.0665816218,0.1202196628,-0.2433061153,0.0233830772,0.1267060041,0.0781348497,0.0323522352,0.0624215566,-0.0355110466,0.0168186817,0.1759501845,-0.183643654,-0.0546788462,0.0674202219,-0.1242034063,-0.0135041829,-0.0787243992,0.1388231814,0.1309872717,-0.1058991477,-0.0866697133,0.1014345735,-0.0783272386,-0.0612549558,-0.0404544063,-0.1295830607,-0.1651877165,-0.3116515577,0.0762824193,0.275075525,0.1646105647,-0.2351901382,0.0199809782,-0.0586842336,0.0404244326,0.1270679832,0.0124721685,-0.0931907147,-0.0231986325,-0.072204493,0.0766107962,0.1310638785,-0.0508735031,-0.0958895981,0.2946445048,-0.0467212386,0.0277541596,0.1616579145,0.0254816767,-0.08450564,-0.0535124168,-0.0939613134,0.0832575187,0.1184339076,-0.1511954218,-0.015038779,0.1342215985,-0.0762660652,0.0774887055,-0.074525319,0.012459184,-0.0059842905,-0.1229243428,-0.1078790501,-0.001159418,0.0904414207,-0.2104527056,0.1815492064,0.1083952039,-0.0190321654,0.1491038203,0.1247122809,0.0055797775,-0.0581264682,-0.0360042006,-0.1305499375,-0.1020407155,0.18328619,0.0883874297,0.1148487702,-0.0104637891
Kofi_Annan,32,-0.1890244484,0.0589600541,0.1428625882,-0.0026173799,0.0211423412,-0.1615743637,0.111764349,-0.0869409516,0.1174463481,-0.0423542783,0.2665499151,-0.0151247885,-0.1076572537,-0.1882618368,0.0560870245,0.1073991954,-0.0511462949,-0.1850608438,-0.1324961185,-0.1271300763,-0.0134014459,0.0516466796,0.0120959245,0.0421244875,-0.0568515025,-0.241140753,-0.0994939357,-0.1167467162,0.1235677153,-0.0619801506,0.1188712493,0.1033687815,-0.1882281005,-0.022879174,-0.0058003855,0.0764823109,0.0834840909,0.0077808639,0.1516352743,0.0034710132,-0.1380582005,-0.0806799084,-0.0216655619,0.2737033963,0.1828114986,-0.0629814714,-0.0172420144,-0.0395232812,0.0405324474,-0.2047789693,-0.006506905,0.0935590342,0.1046232432,0.0895167962,0.0089993794,-0.0837052613,0.0355998017,0.016478451,-0.2242804617,0.0430434458,-0.0126480479,-0.1486437768,-0.1464238316,-0.0171703938,0.1451889127,0.0840132087,-0.0889119729,-0.1858100593,0.1638117582,-0.1971327811,-0.0244376771,0.1731161028,-0.0837407783,-0.0614547357,-0.2468864173,0.108872287,0.3695740402,0.0643186346,-0.225217402,0.0173806921,-0.1588703692,0.0179193374,-0.0353732072,0.0090968665,-0.1074442938,0.0172504634,-0.1641624272,-0.0072377762,0.1204532683,-0.0218666457,-0.0170375295,0.2050695121,-0.0241183527,0.0282889809,0.0288074706,0.0452313647,-0.0061756764,-0.0108922953,-0.0674689114,-0.0884532556,0.1126169264,-0.0769149587,0.010831777,0.0567290038,-0.1481629163,0.1900711805,0.0081895422,0.0123424586,0.0208184719,0.0334238261,-0.0143228248,-0.0696730912,0.13653557,-0.1442836672,0.1906211972,0.1708498895,-0.0309192501,0.1232606247,0.0327946432,0.1477650106,-0.0954064131,-0.0416551493,-0.0133889113,-0.0245772097,0.0170875564,-0.0082661454,-0.0374595672,0.0157798808
Roh_Moo-hyun,32,-0.0366862565,0.0717912614,0.045114696,0.0197378565,0.0067955935,-0.1008271053,-0.0894717947,-0.1813012809,0.1161044389,-0.0871359631,0.2570851445,-0.0333875269,-0.1387404799,-0.170552671,-0.0433134884,0.1382757723,-0.1800015718,-0.1009650752,-0.1293776482,0.0215052441,0.0388174094,0.05734431,0.1106081083,-0.0158886872,-0.1363777518,-0.367887944,-0.1062964424,-0.0972106308,0.0362991281,-0.0033610237,-0.0844791681,0.0003930552,-0.2115438879,-0.0780663788,0.0479808673,0.0081318589,-0.0106507987,-0.0036607566,0.1881925613,0.0159294754,-0.2580536604,0.038656719,0.0016819285,0.1996625215,0.1949131489,0.068620123,0.0291832872,-0.143630743,0.1717862934,-0.1301186234,0.0217406657,0.1764010042,0.0972859114,0.0515706614,0.0228093714,-0.0495128147,0.0244265646,0.159770146,-0.1288977861,-0.0049867891,0.0955091417,-0.0495547317,-0.0089296317,-0.0215199832,0.1722824872,0.0583403558,-0.1171137691,-0.1824516654,0.1034187749,-0.1616068333,-0.0569809712,0.0638974458,-0.1177134365,-0.178463757,-0.3534253538,-0.0492852405,0.3454937339,0.0591796488,-0.2164522409,0.0120452028,-0.1112907976,0.0422490649,0.1525621414,0.104227826,-0.0202211607,0.0422625244,-0.1185467318,-0.0956243128,0.2309143096,-0.0618864447,-0.0249297041,0.2178443521,-0.0185723864,0.0934967995,0.0270756874,0.0257901289,-0.1035020128,0.024273172,-0.0689695999,0.0526442602,0.0104288878,0.0224804133,-0.0061106058,0.097449623,-0.0928512737,0.1620245874,-0.0090544671,0.0872136205,0.0795620009,0.0132195186,-0.0362893716,-0.1576396078,0.0551209077,-0.2172545344,0.2073322386,0.1502739787,0.0112092597,0.1045269221,0.0721109211,0.1049119011,-0.0973031893,0.0605949908,-0.2091792077,-0.0832334012,0.0616193898,-0.0318755172,0.0479377285,-0.038474232
Vicente_Fox,32,-0.0873844922,0.0609181002,0.063653782,-0.0231500287,-0.1218328625,-0.0606816411,-0.0993602499,-0.137087062,0.0829305798,-0.0422436707,0.1879042685,-0.0354261585,-0.1657013595,0.0229587294,-0.0526508689,0.1289481223,-0.1305846572,-0.027633531,-0.0943379477,-0.0964478776,-0.0070531061,0.0282924045,0.1068382561,-0.0137188975,-0.1432085484,-0.2316433638,-0.0959682167,-0.1155427322,0.0425925106,-0.0678618401,-0.0258861296,-0.0279251821,-0.2150126696,-0.076221168,0.0332109816,0.0383298919,-0.1280376911,-0.0738930628,0.1662041247,0.0044975588,-0.1370410472,0.113205187,0.0782837644,0.1965596974,0.236741975,0.0449848808,-0.0090090614,-0.0657141432,0.0942559019,-0.1616675854,0.1299900115,0.0712893531,0.2062583268,0.0336819924,0.1740889698,-0.1496183723,0.0855215341,0.1203867495,-0.0998004824,0.0766876936,0.1178629175,0.0140731856,0.0828082785,0.0043051396,0.14724572,0.0274617728,-0.0322511978,-0.073413372,0.1326067299,-0.0349252596,0.0124646267,0.0642136559,-0.1119233295,-0.1996352375,-0.2440058589,0.0502998829,0.3304597139,0.1487056017,-0.1545758992,0.0159667749,-0.0402969122,-0.031028945,0.0068712151,-0.0393311419,-0.0836717933,-0.115280807,-0.1066596136,0.0038936557,0.1581402123,-0.0727283508,-0.0138262147,0.2002147436,-0.0281878486,-0.0691121891,-0.0040535079,-0.01898624,-0.2036600113,0.045247864,-0.0665593073,-0.0528444424,0.0426716432,-0.1370598674,0.0091102086,0.1137854233,-0.2272775322,0.0988729149,-0.043546997,-0.0336154699,-0.0321117789,0.0533345118,-0.128835693,0.0177505761,0.1373490095,-0.2267321795,0.2517666817,0.1641811728,0.0118403398,0.090726316,0.0861471295,0.0277156476,0.008852548,0.0818244219,-0.125625968,-0.1041934043,0.0058136708,-0.0389797799,0.0582893901,0.1325261146
David_Beckham,31,-0.2011996359,0.1956245154,0.0607730523,-0.0573910326,-0.0525348671,0.0739618763,-0.0339925922,-0.0473478734,0.1706104875,-0.0232895482,0.2041876614,-0.0354960822,-0.2504984438,-0.0840521902,0.0243374016,0.0852806121,-0.1593428999,-0.1524206996,-0.0409906805,-0.1069841161,0.0513681918,0.0297033899,0.0118104191,0.0947416723,-0.2386723608,-0.2884213924,0.029583171,-0.1083610207,0.0503444225,-0.166426301,0.0238886699,0.0769728795,-0.1633777022,-0.0248650275,-0.062807098,0.1042252034,-0.173639074,-0.0533458665,0.2634207606,-0.0181351583,-0.1355046183,0.0331429616,0.014452666,0.2921939194,0.2460460961,-0.039175421,0.0238284525,-0.103356421,0.1698274314,-0.3244639933,0.0630034134,0.2687613666,0.0495286547,0.1274474561,0.0725950673,-0.1679145098,-0.023130402,0.1597290784,-0.1600724608,0.1711524129,0.0155257797,-0.044969745,0.0206707083,-0.0608822629,0.0978995934,0.0906140804,-0.079464376,-0.184361428,0.0886934325,-0.1366348267,-0.0735236928,0.2418462932,-0.1025921181,-0.2733627856,-0.2353774458,0.1131212488,0.2397275567,0.1557556987,-0.1172465235,0.0029770052,-0.0338574424,-0.0863119364,0.0509811603,0.0536664538,-0.1043368131,-0.1637331396,-0.0809283629,0.0363362767,0.2290696204,0.0506484807,-0.0573834255,0.2835549414,0.0702632517,0.0149658816,0.0096725998,0.0926314294,-0.1291470677,0.0534646772,-0.1109519303,-0.0308231208,0.0533450618,-0.1078694537,0.003678597,0.1017667726,-0.1588221937,0.2061063498,-0.0185319018,0.0767657012,-0.0065306704,-0.0266917516,-0.143487379,0.0265682582,0.2092486024,-0.243843317,0.2141122371,0.1736394316,0.0891669691,0.0974811465,0.1610629857,0.0267433561,0.0334269591,0.0043228082,-0.1351491213,0.0204207022,0.0831459463,-0.024154827,-0.019237645,0.0363798998
John_Negroponte,31,-0.069727242,-0.0052892156,0.001806376,-0.0524163321,-0.1354042739,0.029278433,-0.0202854853,-0.1240059286,0.1482891738,-0.0996134356,0.1796436906,-0.04513954,-0.2753776908,0.045744963,-0.0378124006,0.0810535476,-0.0771725997,-0.1849996448,-0.149835825,-0.1701194197,-0.0951970369,0.0071989372,-0.0473339297,-0.0733349174,-0.1599768102,-0.2187455446,-0.0531282276,-0.1244939566,0.1338368356,-0.1371015906,0.0358990654,0.041848287,-0.209365055,-0.0633611381,0.0153243281,0.0664811432,-0.0581080392,-0.0270980615,0.2930674851,-0.0360659026,-0.1431480795,0.0179156624,0.079934001,0.2376804799,0.1162500456,0.0579156354,0.0715173557,-0.0519472957,0.1021832675,-0.2842878103,0.0756150112,0.1223307028,0.1106990725,0.0942985788,0.0522968173,-0.2649336457,0.0175979231,0.1198729351,-0.1577096432,0.1527587026,0.1456083208,-0.0110181794,-0.1007959694,0.0092216348,0.2269394547,0.0088564316,-0.0686552376,-0.1328186095,0.2347506285,-0.1495092064,-0.0029864875,0.0948252454,-0.068137534,-0.1607283652,-0.2168738097,0.0785465911,0.3527774811,0.0768206716,-0.0978190452,0.0800322071,-0.0220504869,-0.025327865,0.018234035,-0.0694814473,-0.0801429749,-0.0306257792,-0.0543605536,0.0466134101,0.2540057004,-0.024841167,0.0519817807,0.1274182796,0.028761521,-0.047172837,0.0195213892,0.1355957687,-0.0958564356,-0.029457679,-0.072249487,0.064136833,0.1344632804,-0.1168794557,0.0410367064,0.0884440467,-0.2125691175,0.2344235629,-0.0846421868,-0.0523800254,-0.059725441,-0.0177093241,-0.0110608032,0.04924196,0.2457928509,-0.3078120947,0.2196983546,0.2225938439,-0.0286889821,0.1223530322,0.0421398841,0.0267758295,0.0429273322,0.0707992464,-0.261485815,-0.197867319,-0.0590089485,-0.0756366178,-0.0388606787,0.1395590901
Guillermo_Coria,30,-0.052190192,0.056351006,-0.0123590948,-0.0489272103,-0.0700450391,-0.0826615915,0.0002420321,-0.1209606975,0.1016788408,-0.0110211726,0.3241936266,-0.0428229161,-0.1978228837,-0.1323931217,-0.0796194077,0.1028788537,-0.1631884575,-0.1262216866,-0.0323482342,-0.0339935236,0.0495504625,-0.1000046059,-0.0156924315,0.0741143152,-0.0844658688,-0.2258561105,-0.0559424199,-0.0950790569,0.1020399928,-0.123613365,-0.0451879948,0.0643809438,-0.1770741344,-0.1309526563,0.0348247997,0.0036794757,-0.0177850313,-0.0850327536,0.2603113055,0.0043915827,-0.1027310193,-0.0096226968,0.0460379831,0.3116464615,0.1669880152,0.0002668831,0.0139657892,-0.091205515,0.1226020232,-0.1874029338,0.0377787538,0.1897085011,0.1812879741,0.1089883447,-0.0857497677,-0.1244757175,0.0640135109,0.1244051531,-0.2331859171,0.0310736634,0.084676832,-0.054612115,-0.029262498,-0.0806282386,0.2300914079,0.0631759465,-0.1183871552,-0.1134198159,0.1075017154,-0.098721385,-0.0679127797,-0.0173146483,-0.1404494792,-0.1720240861,-0.1990094334,0.0551168881,0.2720628083,0.1399782002,-0.1961840093,0.0505712405,-0.162282005,-0.0725394413,0.0217811633,0.001939484,-0.0432271361,0.0003504548,-0.0785191804,-0.0152105177,0.1741055995,-0.052057676,0.0212157872,0.1902002394,0.0044028629,-0.0256067775,0.0524492003,0.0272465702,-0.1028956249,0.081759043,-0.1052070558,0.0080481684,-0.0087048234,-0.1159003451,0.0628324598,0.0545676947,-0.2258897424,0.1592876464,0.0360105783,0.0182958972,0.0113733392,-0.0809045061,-0.0677314848,-0.0698532015,0.12651214,-0.2297444791,0.2585519552,0.1586111337,0.1758675426,0.1362673938,0.0878211409,0.0362137444,0.0081959646,-0.036773175,-0.0999985486,-0.0355419293,0.0595237985,-0.033868067,0.0678222105,0.0151193459
Recep_Tayyip_Erdogan,30,-0.1066667438,0.1063316017,-0.03393979,-0.1037444845,-0.0411858447,0.0267400574,-0.0025152378,-0.2199169397,0.1584697217,-0.0504149981,0.1709332764,-0.0217409506,-0.2408608794,-0.0921034291,0.0807866156,0.0225520246,-0.1654473543,-0.1655716896,-0.1075404882,-0.1012478471,-0.1057285666,0.00486635,-0.0046043489,-0.0199766662,-0.2157402486,-0.3123062253,-0.1100836098,-0.1245560646,0.1365565062,-0.102692306,0.062478587,0.023621561,-0.2239509225,-0.0398999527,0.0429971702,0.1398180574,-0.0719379336,-0.0234740265,0.1582120061,0.0122583183,-0.1254120022,-0.0144844055,0.058639653,0.2941603661,0.1912666857,-0.0069310321,0.0131940152,-0.0749609545,0.0771075338,-0.1934287101,0.1503306925,0.0986955389,0.1458500624,0.1145213321,0.1800115556,-0.1770996749,0.0422083624,0.1326096803,-0.2397853285,0.1364528984,0.1286057979,-0.0239920318,-0.0387586653,0.0024236841,0.1829937398,0.0960049853,-0.0955635682,-0.1368066818,0.1411961168,-0.1651947796,-0.0144543285,0.0844724476,-0.033963535,-0.1936272383,-0.2721583247,0.0851199329,0.2774358392,0.1944657266,-0.1999530494,-0.0050838981,-0.0087828888,-0.0641599447,0.1366813928,0.018082995,-0.0559877157,-0.0650521368,-0.0431244858,0.0440656617,0.1851067841,0.0289896317,-0.0055262758,0.1969719529,-0.059667673,-0.0575850233,0.0046969461,0.0555460006,-0.1434840262,0.027727522,-0.0683339462,-0.0122800991,0.0855890512,-0.0923146904,0.0331844389,0.1239987314,-0.1791799068,0.220813632,0.0473857,-0.0422277302,0.009235627,-0.0523625538,-0.0370625071,-0.00435845,0.194312647,-0.4026147425,0.2921898067,0.1940300614,-0.059371531,0.1210723445,-0.009126015,0.013004601,0.0509437248,0.0147124268,-0.143587172,-0.0881189704,-0.0440825149,-0.0806769133,-0.0244847722,0.0408208333
Bill_Clinton,29,-0.063705422,0.0844143108,0.0083369203,-0.1150070578,-0.0976936221,0.0657737851,0.0087747853,-0.1193593144,0.124204874,-0.1063940227,0.1734137237,0.0455879308,-0.3115198612,-0.1307210773,0.0545151532,0.0714072958,-0.0881260335,-0.1538849324,-0.1845200211,-0.1470981985,-0.0878039449,-0.0067205024,-0.0135801546,-0.0843322575,-0.1681455076,-0.1868984848,-0.0672845617,-0.0192606356,0.0266238227,-0.0832218155,0.1710183769,0.0702245757,-0.2179614753,-0.057751812,-0.0214550216,0.0680306405,-0.0884183645,-0.0435924903,0.1612760425,-0.0341879427,-0.1274400204,0.0484016538,-0.0191749018,0.2412875146,0.2453074157,-0.0224904735,0.0515540242,-0.1012796089,0.0792936906,-0.3237594962,0.0487190932,0.1434598714,0.0052259294,0.0728579089,0.028020177,-0.0994143039,0.03175712,0.2339104265,-0.1360086799,0.0635574162,0.0695121065,-0.1564587802,-0.063457638,-0.020144742,0.1387171298,0.0745026469,-0.0589962639,-0.1700933278,0.2281354368,-0.1361443996,-0.0912294984,0.0706728697,-0.0607538223,-0.1461296678,-0.2612114847,0.1157448068,0.3995537162,0.2110520452,-0.1243364364,0.0753525794,-0.1409276724,0.0348201729,0.0529064052,0.0026284908,-0.0432016961,-0.1572498679,-0.0470698103,0.0596217588,0.2555286586,-0.0309399981,-0.0312187318,0.2364901751,0.0722974315,-0.0419107005,0.0293999948,-0.0172728077,-0.0371711701,0.0170292128,-0.1031362861,-0.0408329368,0.1077006459,-0.1122813672,0.1088779196,0.1285869777,-0.1491455138,0.2807818651,0.0020411117,0.0363914557,0.0891668275,-0.0336181521,0.0425283238,0.020332478,0.1971465945,-0.2662509978,0.2461096048,0.1970829815,0.010963941,0.1404188275,0.1346474141,0.1271395683,0.0332751758,-0.0095350817,-0.154668197,-0.1033626199,-0.007730525,0.0357725397,0.0488096327,0.1018581912
Mahmoud_Abbas,29,-0.0806612521,0.0769990683,0.0963802636,-0.0245765913,-0.0078389794,-0.0405636057,0.0046433341,-0.0928683057,0.1649979204,-0.0574755929,0.1993723512,0.0856313854,-0.2026142478,-0.0698736832,-0.0378923975,0.1368350089,-0.0938757882,-0.1302195191,-0.1534644216,-0.1196762249,0.0204312913,0.0378741995,0.1529574096,-0.0661194324,-0.1564542651,-0.2892707586,-0.0983249918,-0.1336845011,0.1016266271,0.0114741102,0.061021395,-0.0229086,-0.2164365947,-0.1376207173,0.0774915069,0.0858831182,-0.066098243,-0.0453863852,0.2279445827,0.0537332371,-0.1753616333,0.0559443608,0.0567435101,0.2867411971,0.2456766367,0.0508811064,0.041274175,-0.0661874712,0.0351684615,-0.2554481924,0.1240602955,0.0688779652,0.15922454,0.11024414,0.104429163,-0.1556932628,0.1155996248,0.1342017055,-0.238519758,0.0664275363,0.0698619783,-0.1020377204,-0.0157256834,0.0400282145,0.0952909589,0.0410490334,-0.0730522498,-0.1181175187,0.1332588494,-0.121057868,0.0393944979,0.0866782144,-0.1311209202,-0.1560556144,-0.3064370751,0.049755156,0.397306174,0.186659202,-0.0807761103,0.014120345,-0.0624915957,0.0327172875,-0.0346652456,-0.0112756966,-0.1032013893,-0.0485689938,-0.0593088418,0.0505745672,0.0941657275,-0.0475811735,-0.08470577,0.1777064055,-0.0574076846,-0.0347456411,0.0031550466,0.0818877146,-0.1607353985,0.0396913625,-0.1292732507,-0.0690994933,0.0618478023,-0.0897371024,0.0993845463,0.0610692874,-0.2499209493,0.1222789884,-0.0721803233,-0.0657587722,0.0099268109,-0.0028280523,-0.0880160555,0.0251572058,0.175778836,-0.1919690222,0.2755135894,0.3203515708,-0.0162112806,0.1411334574,0.1512030363,-0.0056281891,0.0057335682,0.0302388594,-0.1433918923,-0.1019933447,-0.0368806869,-0.0089726634,0.1151847914,0.0713052452
